,state_name,date,confirmed
886,Florida,2020-01-26,0
887,Florida,2020-01-27,0
888,Florida,2020-01-28,0
889,Florida,2020-01-29,0
890,Florida,2020-01-30,0
891,Florida,2020-01-31,0
892,Florida,2020-02-01,0
893,Florida,2020-02-02,0
894,Florida,2020-02-03,0
895,Florida,2020-02-04,0
896,Florida,2020-02-05,0
897,Florida,2020-02-06,0
898,Florida,2020-02-07,0
899,Florida,2020-02-08,0
900,Florida,2020-02-09,0
901,Florida,2020-02-10,0
902,Florida,2020-02-11,0
903,Florida,2020-02-12,0
904,Florida,2020-02-13,0
905,Florida,2020-02-14,0
906,Florida,2020-02-15,0
907,Florida,2020-02-16,0
908,Florida,2020-02-17,0
909,Florida,2020-02-18,0
910,Florida,2020-02-19,0
911,Florida,2020-02-20,0
912,Florida,2020-02-21,0
913,Florida,2020-02-22,0
914,Florida,2020-02-23,0
915,Florida,2020-02-24,0
916,Florida,2020-02-25,0
917,Florida,2020-02-26,0
918,Florida,2020-02-27,0
919,Florida,2020-02-28,0
920,Florida,2020-02-29,0
921,Florida,2020-03-01,0
922,Florida,2020-03-02,1
923,Florida,2020-03-03,1
924,Florida,2020-03-04,1
925,Florida,2020-03-05,2
926,Florida,2020-03-06,2
927,Florida,2020-03-07,6
928,Florida,2020-03-08,9
929,Florida,2020-03-09,14
930,Florida,2020-03-10,25
931,Florida,2020-03-11,49
932,Florida,2020-03-12,58
933,Florida,2020-03-13,64
934,Florida,2020-03-14,96
935,Florida,2020-03-15,136
936,Florida,2020-03-16,167
937,Florida,2020-03-17,216
938,Florida,2020-03-18,328
939,Florida,2020-03-19,432
940,Florida,2020-03-20,652
941,Florida,2020-03-21,762
942,Florida,2020-03-22,1005
943,Florida,2020-03-23,1227
944,Florida,2020-03-24,1412
945,Florida,2020-03-25,1975
946,Florida,2020-03-26,2439
947,Florida,2020-03-27,3198
948,Florida,2020-03-28,4038
949,Florida,2020-03-29,4948
950,Florida,2020-03-30,5704
951,Florida,2020-03-31,6741
952,Florida,2020-04-01,7559
953,Florida,2020-04-02,9008
954,Florida,2020-04-03,10268
955,Florida,2020-04-04,11544
956,Florida,2020-04-05,12350
957,Florida,2020-04-06,13629
958,Florida,2020-04-07,14747
959,Florida,2020-04-08,15698
960,Florida,2020-04-09,16826
961,Florida,2020-04-10,17968
962,Florida,2020-04-11,18986
963,Florida,2020-04-12,19895
964,Florida,2020-04-13,21019
965,Florida,2020-04-14,21628
966,Florida,2020-04-15,22519
967,Florida,2020-04-16,23340
968,Florida,2020-04-17,24747
969,Florida,2020-04-18,25491
970,Florida,2020-04-19,26312
971,Florida,2020-04-20,27056
972,Florida,2020-04-21,27868
973,Florida,2020-04-22,28576
974,Florida,2020-04-23,29647
975,Florida,2020-04-24,30533
976,Florida,2020-04-25,30836
977,Florida,2020-04-26,31527
978,Florida,2020-04-27,32136
979,Florida,2020-04-28,32846
980,Georgia,2020-01-22,0
981,Georgia,2020-01-23,0
982,Georgia,2020-01-24,0
983,Georgia,2020-01-25,0
984,Georgia,2020-01-26,0
985,Georgia,2020-01-27,0
986,Georgia,2020-01-28,0
987,Georgia,2020-01-29,0
988,Georgia,2020-01-30,0
989,Georgia,2020-01-31,0
990,Georgia,2020-02-01,0
991,Georgia,2020-02-02,0
992,Georgia,2020-02-03,0
993,Georgia,2020-02-04,0
994,Georgia,2020-02-05,0
995,Georgia,2020-02-06,0
996,Georgia,2020-02-07,0
997,Georgia,2020-02-08,0
998,Georgia,2020-02-09,0
999,Georgia,2020-02-10,0
1000,Georgia,2020-02-11,0
1001,Georgia,2020-02-12,0
1002,Georgia,2020-02-13,0
1003,Georgia,2020-02-14,0
1004,Georgia,2020-02-15,0
1005,Georgia,2020-02-16,0
1006,Georgia,2020-02-17,0
1007,Georgia,2020-02-18,0
1008,Georgia,2020-02-19,0
1009,Georgia,2020-02-20,0
1010,Georgia,2020-02-21,0
1011,Georgia,2020-02-22,0
1012,Georgia,2020-02-23,0
1013,Georgia,2020-02-24,0
1014,Georgia,2020-02-25,0
1015,Georgia,2020-02-26,0
1016,Georgia,2020-02-27,0
1017,Georgia,2020-02-28,0
1018,Georgia,2020-02-29,0
1019,Georgia,2020-03-01,0
1020,Georgia,2020-03-02,0
1021,Georgia,2020-03-03,2
1022,Georgia,2020-03-04,2
1023,Georgia,2020-03-05,2
1024,Georgia,2020-03-06,3
1025,Georgia,2020-03-07,6
1026,Georgia,2020-03-08,5
1027,Georgia,2020-03-09,17
1028,Georgia,2020-03-10,19
1029,Georgia,2020-03-11,33
1030,Georgia,2020-03-12,56
1031,Georgia,2020-03-13,56
1032,Georgia,2020-03-14,66
1033,Georgia,2020-03-15,98
1034,Georgia,2020-03-16,121
1035,Georgia,2020-03-17,145
1036,Georgia,2020-03-18,197
1037,Georgia,2020-03-19,283
1038,Georgia,2020-03-20,483
1039,Georgia,2020-03-21,555
1040,Georgia,2020-03-22,619
1041,Georgia,2020-03-23,799
1042,Georgia,2020-03-24,1093
1043,Georgia,2020-03-25,1374
1044,Georgia,2020-03-26,1633
1045,Georgia,2020-03-27,2197
1046,Georgia,2020-03-28,2445
1047,Georgia,2020-03-29,2682
1048,Georgia,2020-03-30,3024
1049,Georgia,2020-03-31,4110
1050,Georgia,2020-04-01,4744
1051,Georgia,2020-04-02,5440
1052,Georgia,2020-04-03,5960
1053,Georgia,2020-04-04,6374
1054,Georgia,2020-04-05,6731
1055,Georgia,2020-04-06,7554
1056,Georgia,2020-04-07,9156
1057,Georgia,2020-04-08,10204
1058,Georgia,2020-04-09,10885
1059,Georgia,2020-04-10,11856
1060,Georgia,2020-04-11,12261
1061,Georgia,2020-04-12,12550
1062,Georgia,2020-04-13,13621
1063,Georgia,2020-04-14,14578
1064,Georgia,2020-04-15,15120
1065,Georgia,2020-04-16,16144
1066,Georgia,2020-04-17,17152
1067,Georgia,2020-04-18,17580
1068,Georgia,2020-04-19,18217
1069,Georgia,2020-04-20,19085
1070,Georgia,2020-04-21,19663
1071,Georgia,2020-04-22,20501
1072,Georgia,2020-04-23,21485
1073,Georgia,2020-04-24,22023
1074,Georgia,2020-04-25,22576
1075,Georgia,2020-04-26,22842
1076,Georgia,2020-04-27,23609
1077,Georgia,2020-04-28,24244
1078,Hawaii,2020-01-22,0
1079,Hawaii,2020-01-23,0
1080,Hawaii,2020-01-24,0
1081,Hawaii,2020-01-25,0
1082,Hawaii,2020-01-26,0
1083,Hawaii,2020-01-27,0
1084,Hawaii,2020-01-28,0
1085,Hawaii,2020-01-29,0
1086,Hawaii,2020-01-30,0
1087,Hawaii,2020-01-31,0
1088,Hawaii,2020-02-01,0
1089,Hawaii,2020-02-02,0
1090,Hawaii,2020-02-03,0
1091,Hawaii,2020-02-04,0
1092,Hawaii,2020-02-05,0
1093,Hawaii,2020-02-06,0
1094,Hawaii,2020-02-07,0
1095,Hawaii,2020-02-08,0
1096,Hawaii,2020-02-09,0
1097,Hawaii,2020-02-10,0
1098,Hawaii,2020-02-11,0
1099,Hawaii,2020-02-12,0
1100,Hawaii,2020-02-13,0
1101,Hawaii,2020-02-14,0
1102,Hawaii,2020-02-15,0
1103,Hawaii,2020-02-16,0
1104,Hawaii,2020-02-17,0
1105,Hawaii,2020-02-18,0
1106,Hawaii,2020-02-19,0
1107,Hawaii,2020-02-20,0
1108,Hawaii,2020-02-21,0
1109,Hawaii,2020-02-22,0
1110,Hawaii,2020-02-23,0
1111,Hawaii,2020-02-24,0
1112,Hawaii,2020-02-25,0
1113,Hawaii,2020-02-26,0
1114,Hawaii,2020-02-27,0
1115,Hawaii,2020-02-28,0
1116,Hawaii,2020-02-29,0
1117,Hawaii,2020-03-01,0
1118,Hawaii,2020-03-02,0
1119,Hawaii,2020-03-03,0
1120,Hawaii,2020-03-04,0
1121,Hawaii,2020-03-05,0
1122,Hawaii,2020-03-06,0
1123,Hawaii,2020-03-07,1
1124,Hawaii,2020-03-08,1
1125,Hawaii,2020-03-09,2
1126,Hawaii,2020-03-10,2
1127,Hawaii,2020-03-11,2
1128,Hawaii,2020-03-12,2
1129,Hawaii,2020-03-13,2
1130,Hawaii,2020-03-14,3
1131,Hawaii,2020-03-15,6
1132,Hawaii,2020-03-16,9
1133,Hawaii,2020-03-17,12
1134,Hawaii,2020-03-18,15
1135,Hawaii,2020-03-19,25
1136,Hawaii,2020-03-20,35
1137,Hawaii,2020-03-21,45
1138,Hawaii,2020-03-22,53
1139,Hawaii,2020-03-23,65
1140,Hawaii,2020-03-24,84
1141,Hawaii,2020-03-25,101
1142,Hawaii,2020-03-26,106
1143,Hawaii,2020-03-27,118
1144,Hawaii,2020-03-28,151
1145,Hawaii,2020-03-29,173
1146,Hawaii,2020-03-30,202
1147,Hawaii,2020-03-31,224
1148,Hawaii,2020-04-01,258
1149,Hawaii,2020-04-02,285
1150,Hawaii,2020-04-03,319
1151,Hawaii,2020-04-04,351
1152,Hawaii,2020-04-05,371
1153,Hawaii,2020-04-06,387
1154,Hawaii,2020-04-07,410
1155,Hawaii,2020-04-08,435
1156,Hawaii,2020-04-09,442
1157,Hawaii,2020-04-10,465
1158,Hawaii,2020-04-11,486
1159,Hawaii,2020-04-12,499
1160,Hawaii,2020-04-13,504
1161,Hawaii,2020-04-14,517
1162,Hawaii,2020-04-15,530
1163,Hawaii,2020-04-16,541
1164,Hawaii,2020-04-17,553
1165,Hawaii,2020-04-18,574
1166,Hawaii,2020-04-19,580
1167,Hawaii,2020-04-20,584
1168,Hawaii,2020-04-21,586
1169,Hawaii,2020-04-22,592
1170,Hawaii,2020-04-23,596
1171,Hawaii,2020-04-24,600
1172,Hawaii,2020-04-25,604
1173,Hawaii,2020-04-26,606
1174,Hawaii,2020-04-27,607
1175,Hawaii,2020-04-28,607
1176,Iowa,2020-01-22,0
1177,Iowa,2020-01-23,0
1178,Iowa,2020-01-24,0
1179,Iowa,2020-01-25,0
1180,Iowa,2020-01-26,0
1181,Iowa,2020-01-27,0
1182,Iowa,2020-01-28,0
1183,Iowa,2020-01-29,0
1184,Iowa,2020-01-30,0
1185,Iowa,2020-01-31,0
1186,Iowa,2020-02-01,0
1187,Iowa,2020-02-02,0
1188,Iowa,2020-02-03,0
1189,Iowa,2020-02-04,0
1190,Iowa,2020-02-05,0
1191,Iowa,2020-02-06,0
1192,Iowa,2020-02-07,0
1193,Iowa,2020-02-08,0
1194,Iowa,2020-02-09,0
1195,Iowa,2020-02-10,0
1196,Iowa,2020-02-11,0
1197,Iowa,2020-02-12,0
1198,Iowa,2020-02-13,0
1199,Iowa,2020-02-14,0
1200,Iowa,2020-02-15,0
1201,Iowa,2020-02-16,0
1202,Iowa,2020-02-17,0
1203,Iowa,2020-02-18,0
1204,Iowa,2020-02-19,0
1205,Iowa,2020-02-20,0
1206,Iowa,2020-02-21,0
1207,Iowa,2020-02-22,0
1208,Iowa,2020-02-23,0
1209,Iowa,2020-02-24,0
1210,Iowa,2020-02-25,0
1211,Iowa,2020-02-26,0
1212,Iowa,2020-02-27,0
1213,Iowa,2020-02-28,0
1214,Iowa,2020-02-29,0
1215,Iowa,2020-03-01,0
1216,Iowa,2020-03-02,0
1217,Iowa,2020-03-03,0
1218,Iowa,2020-03-04,0
1219,Iowa,2020-03-05,0
1220,Iowa,2020-03-06,0
1221,Iowa,2020-03-07,0
1222,Iowa,2020-03-08,0
1223,Iowa,2020-03-09,8
1224,Iowa,2020-03-10,14
1225,Iowa,2020-03-11,14
1226,Iowa,2020-03-12,16
1227,Iowa,2020-03-13,17
1228,Iowa,2020-03-14,18
1229,Iowa,2020-03-15,18
1230,Iowa,2020-03-16,23
1231,Iowa,2020-03-17,29
1232,Iowa,2020-03-18,38
1233,Iowa,2020-03-19,44
1234,Iowa,2020-03-20,44
1235,Iowa,2020-03-21,68
1236,Iowa,2020-03-22,90
1237,Iowa,2020-03-23,105
1238,Iowa,2020-03-24,122
1239,Iowa,2020-03-25,145
1240,Iowa,2020-03-26,179
1241,Iowa,2020-03-27,235
1242,Iowa,2020-03-28,298
1243,Iowa,2020-03-29,336
1244,Iowa,2020-03-30,424
1245,Iowa,2020-03-31,496
1246,Iowa,2020-04-01,548
1247,Iowa,2020-04-02,614
1248,Iowa,2020-04-03,699
1249,Iowa,2020-04-04,785
1250,Iowa,2020-04-05,868
1251,Iowa,2020-04-06,945
1252,Iowa,2020-04-07,1048
1253,Iowa,2020-04-08,1145
1254,Iowa,2020-04-09,1270
1255,Iowa,2020-04-10,1388
1256,Iowa,2020-04-11,1510
1257,Iowa,2020-04-12,1587
1258,Iowa,2020-04-13,1710
1259,Iowa,2020-04-14,1898
1260,Iowa,2020-04-15,1994
1261,Iowa,2020-04-16,2141
1262,Iowa,2020-04-17,2332
1263,Iowa,2020-04-18,2508
1264,Iowa,2020-04-19,2900
1265,Iowa,2020-04-20,3153
1266,Iowa,2020-04-21,3634
1267,Iowa,2020-04-22,3744
1268,Iowa,2020-04-23,3921
1269,Iowa,2020-04-24,4442
1270,Iowa,2020-04-25,5087
1271,Iowa,2020-04-26,5460
1272,Iowa,2020-04-27,5857
1273,Iowa,2020-04-28,6376
1274,Idaho,2020-01-22,0
1275,Idaho,2020-01-23,0
1276,Idaho,2020-01-24,0
1277,Idaho,2020-01-25,0
1278,Idaho,2020-01-26,0
1279,Idaho,2020-01-27,0
1280,Idaho,2020-01-28,0
1281,Idaho,2020-01-29,0
1282,Idaho,2020-01-30,0
1283,Idaho,2020-01-31,0
1284,Idaho,2020-02-01,0
1285,Idaho,2020-02-02,0
1286,Idaho,2020-02-03,0
1287,Idaho,2020-02-04,0
1288,Idaho,2020-02-05,0
1289,Idaho,2020-02-06,0
1290,Idaho,2020-02-07,0
1291,Idaho,2020-02-08,0
1292,Idaho,2020-02-09,0
1293,Idaho,2020-02-10,0
1294,Idaho,2020-02-11,0
1295,Idaho,2020-02-12,0
1296,Idaho,2020-02-13,0
1297,Idaho,2020-02-14,0
1298,Idaho,2020-02-15,0
1299,Idaho,2020-02-16,0
1300,Idaho,2020-02-17,0
1301,Idaho,2020-02-18,0
1302,Idaho,2020-02-19,0
1303,Idaho,2020-02-20,0
1304,Idaho,2020-02-21,0
1305,Idaho,2020-02-22,0
1306,Idaho,2020-02-23,0
1307,Idaho,2020-02-24,0
1308,Idaho,2020-02-25,0
1309,Idaho,2020-02-26,0
1310,Idaho,2020-02-27,0
1311,Idaho,2020-02-28,0
1312,Idaho,2020-02-29,0
1313,Idaho,2020-03-01,0
1314,Idaho,2020-03-02,0
1315,Idaho,2020-03-03,0
1316,Idaho,2020-03-04,0
1317,Idaho,2020-03-05,0
1318,Idaho,2020-03-06,0
1319,Idaho,2020-03-07,0
1320,Idaho,2020-03-08,0
1321,Idaho,2020-03-09,0
1322,Idaho,2020-03-10,0
1323,Idaho,2020-03-11,0
1324,Idaho,2020-03-12,0
1325,Idaho,2020-03-13,0
1326,Idaho,2020-03-14,4
1327,Idaho,2020-03-15,4
1328,Idaho,2020-03-16,4
1329,Idaho,2020-03-17,7
1330,Idaho,2020-03-18,11
1331,Idaho,2020-03-19,23
1332,Idaho,2020-03-20,31
1333,Idaho,2020-03-21,42
1334,Idaho,2020-03-22,47
1335,Idaho,2020-03-23,50
1336,Idaho,2020-03-24,73
1337,Idaho,2020-03-25,122
1338,Idaho,2020-03-26,189
1339,Idaho,2020-03-27,234
1340,Idaho,2020-03-28,265
1341,Idaho,2020-03-29,314
1342,Idaho,2020-03-30,415
1343,Idaho,2020-03-31,525
1344,Idaho,2020-04-01,668
1345,Idaho,2020-04-02,889
1346,Idaho,2020-04-03,1011
1347,Idaho,2020-04-04,1076
1348,Idaho,2020-04-05,1100
1349,Idaho,2020-04-06,1169
1350,Idaho,2020-04-07,1210
1351,Idaho,2020-04-08,1232
1352,Idaho,2020-04-09,1353
1353,Idaho,2020-04-10,1396
1354,Idaho,2020-04-11,1407
1355,Idaho,2020-04-12,1425
1356,Idaho,2020-04-13,1453
1357,Idaho,2020-04-14,1464
1358,Idaho,2020-04-15,1587
1359,Idaho,2020-04-16,1609
1360,Idaho,2020-04-17,1655
1361,Idaho,2020-04-18,1668
1362,Idaho,2020-04-19,1672
1363,Idaho,2020-04-20,1736
1364,Idaho,2020-04-21,1766
1365,Idaho,2020-04-22,1800
1366,Idaho,2020-04-23,1831
1367,Idaho,2020-04-24,1864
1368,Idaho,2020-04-25,1885
1369,Idaho,2020-04-26,1893
1370,Idaho,2020-04-27,1917
1371,Idaho,2020-04-28,1952
1372,Illinois,2020-01-22,0
1373,Illinois,2020-01-23,0
1374,Illinois,2020-01-24,1
1375,Illinois,2020-01-25,1
1376,Illinois,2020-01-26,1
1377,Illinois,2020-01-27,1
1378,Illinois,2020-01-28,1
1379,Illinois,2020-01-29,1
1380,Illinois,2020-01-30,1
1381,Illinois,2020-01-31,2
1382,Illinois,2020-02-01,2
1383,Illinois,2020-02-02,2
1384,Illinois,2020-02-03,2
1385,Illinois,2020-02-04,2
1386,Illinois,2020-02-05,2
1387,Illinois,2020-02-06,2
1388,Illinois,2020-02-07,2
1389,Illinois,2020-02-08,2
1390,Illinois,2020-02-09,2
1391,Illinois,2020-02-10,2
1392,Illinois,2020-02-11,2
1393,Illinois,2020-02-12,2
1394,Illinois,2020-02-13,2
1395,Illinois,2020-02-14,2
1396,Illinois,2020-02-15,2
1397,Illinois,2020-02-16,2
1398,Illinois,2020-02-17,2
1399,Illinois,2020-02-18,2
1400,Illinois,2020-02-19,2
1401,Illinois,2020-02-20,2
1402,Illinois,2020-02-21,2
1403,Illinois,2020-02-22,2
1404,Illinois,2020-02-23,2
1405,Illinois,2020-02-24,2
1406,Illinois,2020-02-25,2
1407,Illinois,2020-02-26,2
1408,Illinois,2020-02-27,2
1409,Illinois,2020-02-28,2
1410,Illinois,2020-02-29,2
1411,Illinois,2020-03-01,3
1412,Illinois,2020-03-02,4
1413,Illinois,2020-03-03,4
1414,Illinois,2020-03-04,4
1415,Illinois,2020-03-05,5
1416,Illinois,2020-03-06,5
1417,Illinois,2020-03-07,6
1418,Illinois,2020-03-08,7
1419,Illinois,2020-03-09,13
1420,Illinois,2020-03-10,19
1421,Illinois,2020-03-11,24
1422,Illinois,2020-03-12,32
1423,Illinois,2020-03-13,46
1424,Illinois,2020-03-14,63
1425,Illinois,2020-03-15,92
1426,Illinois,2020-03-16,104
1427,Illinois,2020-03-17,159
1428,Illinois,2020-03-18,287
1429,Illinois,2020-03-19,421
1430,Illinois,2020-03-20,584
1431,Illinois,2020-03-21,752
1432,Illinois,2020-03-22,1049
1433,Illinois,2020-03-23,1285
1434,Illinois,2020-03-24,1536
1435,Illinois,2020-03-25,1864
1436,Illinois,2020-03-26,2540
1437,Illinois,2020-03-27,3027
1438,Illinois,2020-03-28,3491
1439,Illinois,2020-03-29,4596
1440,Illinois,2020-03-30,5057
1441,Illinois,2020-03-31,5993
1442,Illinois,2020-04-01,6972
1443,Illinois,2020-04-02,7678
1444,Illinois,2020-04-03,8871
1445,Illinois,2020-04-04,10357
1446,Illinois,2020-04-05,11254
1447,Illinois,2020-04-06,12259
1448,Illinois,2020-04-07,13553
1449,Illinois,2020-04-08,15078
1450,Illinois,2020-04-09,16422
1451,Illinois,2020-04-10,17884
1452,Illinois,2020-04-11,19179
1453,Illinois,2020-04-12,20851
1454,Illinois,2020-04-13,22022
1455,Illinois,2020-04-14,23246
1456,Illinois,2020-04-15,24591
1457,Illinois,2020-04-16,25729
1458,Illinois,2020-04-17,27573
1459,Illinois,2020-04-18,29135
1460,Illinois,2020-04-19,30346
1461,Illinois,2020-04-20,31503
1462,Illinois,2020-04-21,33053
1463,Illinois,2020-04-22,35107
1464,Illinois,2020-04-23,36934
1465,Illinois,2020-04-24,39652
1466,Illinois,2020-04-25,41775
1467,Illinois,2020-04-26,43898
1468,Illinois,2020-04-27,45881
1469,Illinois,2020-04-28,48102
1470,Indiana,2020-01-22,0
1471,Indiana,2020-01-23,0
1472,Indiana,2020-01-24,0
1473,Indiana,2020-01-25,0
1474,Indiana,2020-01-26,0
1475,Indiana,2020-01-27,0
1476,Indiana,2020-01-28,0
1477,Indiana,2020-01-29,0
1478,Indiana,2020-01-30,0
1479,Indiana,2020-01-31,0
1480,Indiana,2020-02-01,0
1481,Indiana,2020-02-02,0
1482,Indiana,2020-02-03,0
1483,Indiana,2020-02-04,0
1484,Indiana,2020-02-05,0
1485,Indiana,2020-02-06,0
1486,Indiana,2020-02-07,0
1487,Indiana,2020-02-08,0
1488,Indiana,2020-02-09,0
1489,Indiana,2020-02-10,0
1490,Indiana,2020-02-11,0
1491,Indiana,2020-02-12,0
1492,Indiana,2020-02-13,0
1493,Indiana,2020-02-14,0
1494,Indiana,2020-02-15,0
1495,Indiana,2020-02-16,0
1496,Indiana,2020-02-17,0
1497,Indiana,2020-02-18,0
1498,Indiana,2020-02-19,0
1499,Indiana,2020-02-20,0
1500,Indiana,2020-02-21,0
1501,Indiana,2020-02-22,0
1502,Indiana,2020-02-23,0
1503,Indiana,2020-02-24,0
1504,Indiana,2020-02-25,0
1505,Indiana,2020-02-26,0
1506,Indiana,2020-02-27,0
1507,Indiana,2020-02-28,0
1508,Indiana,2020-02-29,0
1509,Indiana,2020-03-01,0
1510,Indiana,2020-03-02,0
1511,Indiana,2020-03-03,0
1512,Indiana,2020-03-04,0
1513,Indiana,2020-03-05,0
1514,Indiana,2020-03-06,1
1515,Indiana,2020-03-07,1
1516,Indiana,2020-03-08,2
1517,Indiana,2020-03-09,6
1518,Indiana,2020-03-10,10
1519,Indiana,2020-03-11,10
1520,Indiana,2020-03-12,12
1521,Indiana,2020-03-13,12
1522,Indiana,2020-03-14,19
1523,Indiana,2020-03-15,19
1524,Indiana,2020-03-16,30
1525,Indiana,2020-03-17,30
1526,Indiana,2020-03-18,35
1527,Indiana,2020-03-19,55
1528,Indiana,2020-03-20,124
1529,Indiana,2020-03-21,124
1530,Indiana,2020-03-22,200
1531,Indiana,2020-03-23,258
1532,Indiana,2020-03-24,360
1533,Indiana,2020-03-25,477
1534,Indiana,2020-03-26,962
1535,Indiana,2020-03-27,962
1536,Indiana,2020-03-28,1232
1537,Indiana,2020-03-29,1514
1538,Indiana,2020-03-30,1783
1539,Indiana,2020-03-31,2159
1540,Indiana,2020-04-01,2564
1541,Indiana,2020-04-02,3038
1542,Indiana,2020-04-03,3436
1543,Indiana,2020-04-04,3948
1544,Indiana,2020-04-05,4409
1545,Indiana,2020-04-06,4942
1546,Indiana,2020-04-07,5507
1547,Indiana,2020-04-08,5943
1548,Indiana,2020-04-09,6351
1549,Indiana,2020-04-10,6905
1550,Indiana,2020-04-11,7431
1551,Indiana,2020-04-12,7920
1552,Indiana,2020-04-13,8221
1553,Indiana,2020-04-14,8514
1554,Indiana,2020-04-15,8941
1555,Indiana,2020-04-16,9527
1556,Indiana,2020-04-17,10149
1557,Indiana,2020-04-18,10639
1558,Indiana,2020-04-19,11206
1559,Indiana,2020-04-20,11677
1560,Indiana,2020-04-21,12090
1561,Indiana,2020-04-22,12436
1562,Indiana,2020-04-23,12436
1563,Indiana,2020-04-24,13621
1564,Indiana,2020-04-25,14311
1565,Indiana,2020-04-26,15012
1566,Indiana,2020-04-27,15960
1567,Indiana,2020-04-28,16588
1568,Kansas,2020-01-22,0
1569,Kansas,2020-01-23,0
1570,Kansas,2020-01-24,0
1571,Kansas,2020-01-25,0
1572,Kansas,2020-01-26,0
1573,Kansas,2020-01-27,0
1574,Kansas,2020-01-28,0
1575,Kansas,2020-01-29,0
1576,Kansas,2020-01-30,0
1577,Kansas,2020-01-31,0
1578,Kansas,2020-02-01,0
1579,Kansas,2020-02-02,0
1580,Kansas,2020-02-03,0
1581,Kansas,2020-02-04,0
1582,Kansas,2020-02-05,0
1583,Kansas,2020-02-06,0
1584,Kansas,2020-02-07,0
1585,Kansas,2020-02-08,0
1586,Kansas,2020-02-09,0
1587,Kansas,2020-02-10,0
1588,Kansas,2020-02-11,0
1589,Kansas,2020-02-12,0
1590,Kansas,2020-02-13,0
1591,Kansas,2020-02-14,0
1592,Kansas,2020-02-15,0
1593,Kansas,2020-02-16,0
1594,Kansas,2020-02-17,0
1595,Kansas,2020-02-18,0
1596,Kansas,2020-02-19,0
1597,Kansas,2020-02-20,0
1598,Kansas,2020-02-21,0
1599,Kansas,2020-02-22,0
1600,Kansas,2020-02-23,0
1601,Kansas,2020-02-24,0
1602,Kansas,2020-02-25,0
1603,Kansas,2020-02-26,0
1604,Kansas,2020-02-27,0
1605,Kansas,2020-02-28,0
1606,Kansas,2020-02-29,0
1607,Kansas,2020-03-01,0
1608,Kansas,2020-03-02,0
1609,Kansas,2020-03-03,0
1610,Kansas,2020-03-04,0
1611,Kansas,2020-03-05,0
1612,Kansas,2020-03-06,0
1613,Kansas,2020-03-07,0
1614,Kansas,2020-03-08,1
1615,Kansas,2020-03-09,1
1616,Kansas,2020-03-10,1
1617,Kansas,2020-03-11,1
1618,Kansas,2020-03-12,5
1619,Kansas,2020-03-13,6
1620,Kansas,2020-03-14,6
1621,Kansas,2020-03-15,8
1622,Kansas,2020-03-16,13
1623,Kansas,2020-03-17,16
1624,Kansas,2020-03-18,21
1625,Kansas,2020-03-19,34
1626,Kansas,2020-03-20,44
1627,Kansas,2020-03-21,54
1628,Kansas,2020-03-22,63
1629,Kansas,2020-03-23,79
1630,Kansas,2020-03-24,92
1631,Kansas,2020-03-25,125
1632,Kansas,2020-03-26,170
1633,Kansas,2020-03-27,205
1634,Kansas,2020-03-28,263
1635,Kansas,2020-03-29,320
1636,Kansas,2020-03-30,369
1637,Kansas,2020-03-31,428
1638,Kansas,2020-04-01,482
1639,Kansas,2020-04-02,550
1640,Kansas,2020-04-03,620
1641,Kansas,2020-04-04,698
1642,Kansas,2020-04-05,747
1643,Kansas,2020-04-06,845
1644,Kansas,2020-04-07,900
1645,Kansas,2020-04-08,1044
1646,Kansas,2020-04-09,1105
1647,Kansas,2020-04-10,1163
1648,Kansas,2020-04-11,1263
1649,Kansas,2020-04-12,1334
1650,Kansas,2020-04-13,1375
1651,Kansas,2020-04-14,1425
1652,Kansas,2020-04-15,1493
1653,Kansas,2020-04-16,1587
1654,Kansas,2020-04-17,1703
1655,Kansas,2020-04-18,1789
1656,Kansas,2020-04-19,1847
1657,Kansas,2020-04-20,1984
1658,Kansas,2020-04-21,2024
1659,Kansas,2020-04-22,2210
1660,Kansas,2020-04-23,2481
1661,Kansas,2020-04-24,2773
1662,Kansas,2020-04-25,3055
1663,Kansas,2020-04-26,3173
1664,Kansas,2020-04-27,3327
1665,Kansas,2020-04-28,3491
1666,Kentucky,2020-01-22,0
1667,Kentucky,2020-01-23,0
1668,Kentucky,2020-01-24,0
1669,Kentucky,2020-01-25,0
1670,Kentucky,2020-01-26,0
1671,Kentucky,2020-01-27,0
1672,Kentucky,2020-01-28,0
1673,Kentucky,2020-01-29,0
1674,Kentucky,2020-01-30,0
1675,Kentucky,2020-01-31,0
1676,Kentucky,2020-02-01,0
1677,Kentucky,2020-02-02,0
1678,Kentucky,2020-02-03,0
1679,Kentucky,2020-02-04,0
1680,Kentucky,2020-02-05,0
1681,Kentucky,2020-02-06,0
1682,Kentucky,2020-02-07,0
1683,Kentucky,2020-02-08,0
1684,Kentucky,2020-02-09,0
1685,Kentucky,2020-02-10,0
1686,Kentucky,2020-02-11,0
1687,Kentucky,2020-02-12,0
1688,Kentucky,2020-02-13,0
1689,Kentucky,2020-02-14,0
1690,Kentucky,2020-02-15,0
1691,Kentucky,2020-02-16,0
1692,Kentucky,2020-02-17,0
1693,Kentucky,2020-02-18,0
1694,Kentucky,2020-02-19,0
1695,Kentucky,2020-02-20,0
1696,Kentucky,2020-02-21,0
1697,Kentucky,2020-02-22,0
1698,Kentucky,2020-02-23,0
1699,Kentucky,2020-02-24,0
