state_name,date,pecent_yoy_change,state_id
Virginia,2020-03-04,-1,48
Virginia,2020-03-05,-2,48
Virginia,2020-03-06,5,48
Virginia,2020-03-07,2,48
Virginia,2020-03-08,3,48
Virginia,2020-03-09,-4,48
Virginia,2020-03-10,-13,48
Virginia,2020-03-11,-23,48
Virginia,2020-03-12,-34,48
Virginia,2020-03-13,-34,48
Virginia,2020-03-14,-39,48
Virginia,2020-03-15,-50,48
Virginia,2020-03-16,-65,48
Virginia,2020-03-17,-90,48
Virginia,2020-03-18,-97,48
Virginia,2020-03-19,-98,48
Virginia,2020-03-20,-99,48
Virginia,2020-03-21,-99,48
Virginia,2020-03-22,-100,48
Virginia,2020-03-23,-100,48
Virginia,2020-03-24,-100,48
Virginia,2020-03-25,-100,48
Virginia,2020-03-26,-100,48
Virginia,2020-03-27,-100,48
Virginia,2020-03-28,-100,48
Virginia,2020-03-29,-100,48
Virginia,2020-03-30,-100,48
Virginia,2020-03-31,-100,48
Virginia,2020-04-01,-100,48
Virginia,2020-04-02,-100,48
Virginia,2020-04-03,-100,48
Virginia,2020-04-04,-100,48
Virginia,2020-04-05,-100,48
Virginia,2020-04-06,-100,48
Virginia,2020-04-07,-100,48
Virginia,2020-04-08,-100,48
Virginia,2020-04-09,-100,48
Virginia,2020-04-10,-100,48
Virginia,2020-04-11,-100,48
Virginia,2020-04-12,-100,48
Virginia,2020-04-13,-100,48
Virginia,2020-04-14,-100,48
Virginia,2020-04-15,-100,48
Virginia,2020-04-16,-100,48
Virginia,2020-04-17,-100,48
Virginia,2020-04-18,-100,48
Virginia,2020-04-19,-100,48
Virginia,2020-04-20,-100,48
Virginia,2020-04-21,-100,48
Virginia,2020-04-22,-100,48
Virginia,2020-04-23,-100,48
Virginia,2020-04-24,-100,48
Virginia,2020-04-25,-100,48
Virginia,2020-04-26,-100,48
Virginia,2020-04-27,-100,48
Washington,2020-02-18,9,49
Washington,2020-02-19,8,49
Washington,2020-02-20,6,49
Washington,2020-02-21,3,49
Washington,2020-02-22,2,49
Washington,2020-02-23,10,49
Washington,2020-02-24,-1,49
Washington,2020-02-25,-2,49
Washington,2020-02-26,5,49
Washington,2020-02-27,0,49
Washington,2020-02-28,1,49
Washington,2020-02-29,-4,49
Washington,2020-03-01,-12,49
Washington,2020-03-02,-25,49
Washington,2020-03-03,-21,49
Washington,2020-03-04,-17,49
Washington,2020-03-05,-22,49
Washington,2020-03-06,-24,49
Washington,2020-03-07,-27,49
Washington,2020-03-08,-22,49
Washington,2020-03-09,-30,49
Washington,2020-03-10,-38,49
Washington,2020-03-11,-41,49
Washington,2020-03-12,-45,49
Washington,2020-03-13,-53,49
Washington,2020-03-14,-54,49
Washington,2020-03-15,-57,49
Washington,2020-03-16,-70,49
Washington,2020-03-17,-100,49
Washington,2020-03-18,-100,49
Washington,2020-03-19,-100,49
Washington,2020-03-20,-100,49
Washington,2020-03-21,-100,49
Washington,2020-03-22,-100,49
Washington,2020-03-23,-100,49
Washington,2020-03-24,-100,49
Washington,2020-03-25,-100,49
Washington,2020-03-26,-100,49
Washington,2020-03-27,-100,49
Washington,2020-03-28,-100,49
Washington,2020-03-29,-100,49
Washington,2020-03-30,-100,49
Washington,2020-03-31,-100,49
Washington,2020-04-01,-100,49
Washington,2020-04-02,-100,49
Washington,2020-04-03,-100,49
Washington,2020-04-04,-100,49
Washington,2020-04-05,-100,49
Washington,2020-04-06,-100,49
Washington,2020-04-07,-100,49
Washington,2020-04-08,-100,49
Washington,2020-04-09,-100,49
Washington,2020-04-10,-100,49
Washington,2020-04-11,-100,49
Washington,2020-04-12,-100,49
Washington,2020-04-13,-100,49
Washington,2020-04-14,-100,49
Washington,2020-04-15,-100,49
Washington,2020-04-16,-100,49
Washington,2020-04-17,-100,49
Washington,2020-04-18,-100,49
Washington,2020-04-19,-100,49
Washington,2020-04-20,-100,49
Washington,2020-04-21,-100,49
Washington,2020-04-22,-100,49
Washington,2020-04-23,-100,49
Washington,2020-04-24,-100,49
Washington,2020-04-25,-100,49
Washington,2020-04-26,-100,49
Washington,2020-04-27,-100,49
Wisconsin,2020-02-18,3,51
Wisconsin,2020-02-19,21,51
Wisconsin,2020-02-20,-1,51
Wisconsin,2020-02-21,-3,51
Wisconsin,2020-02-22,14,51
Wisconsin,2020-02-23,25,51
Wisconsin,2020-02-24,0,51
Wisconsin,2020-02-25,9,51
Wisconsin,2020-02-26,-4,51
Wisconsin,2020-02-27,-1,51
Wisconsin,2020-02-28,9,51
Wisconsin,2020-02-29,3,51
Wisconsin,2020-03-01,5,51
Wisconsin,2020-03-02,8,51
Wisconsin,2020-03-03,9,51
Wisconsin,2020-03-04,12,51
Wisconsin,2020-03-05,-7,51
Wisconsin,2020-03-06,-7,51
Wisconsin,2020-03-07,-6,51
Wisconsin,2020-03-08,15,51
Wisconsin,2020-03-09,-10,51
Wisconsin,2020-03-10,1,51
Wisconsin,2020-03-11,0,51
Wisconsin,2020-03-12,-14,51
Wisconsin,2020-03-13,-26,51
Wisconsin,2020-03-14,-39,51
Wisconsin,2020-03-15,-47,51
Wisconsin,2020-03-16,-67,51
Wisconsin,2020-03-17,-96,51
Wisconsin,2020-03-18,-100,51
Wisconsin,2020-03-19,-100,51
Wisconsin,2020-03-20,-100,51
Wisconsin,2020-03-21,-100,51
Wisconsin,2020-03-22,-100,51
Wisconsin,2020-03-23,-100,51
Wisconsin,2020-03-24,-100,51
Wisconsin,2020-03-25,-100,51
Wisconsin,2020-03-26,-100,51
Wisconsin,2020-03-27,-100,51
Wisconsin,2020-03-28,-100,51
Wisconsin,2020-03-29,-100,51
Wisconsin,2020-03-30,-100,51
Wisconsin,2020-03-31,-100,51
Wisconsin,2020-04-01,-100,51
Wisconsin,2020-04-02,-100,51
Wisconsin,2020-04-03,-100,51
Wisconsin,2020-04-04,-100,51
Wisconsin,2020-04-05,-100,51
Wisconsin,2020-04-06,-100,51
Wisconsin,2020-04-07,-100,51
Wisconsin,2020-04-08,-100,51
Wisconsin,2020-04-09,-100,51
Wisconsin,2020-04-10,-100,51
Wisconsin,2020-04-11,-100,51
Wisconsin,2020-04-12,-100,51
Wisconsin,2020-04-13,-100,51
Wisconsin,2020-04-14,-100,51
Wisconsin,2020-04-15,-100,51
Wisconsin,2020-04-16,-100,51
Wisconsin,2020-04-17,-100,51
Wisconsin,2020-04-18,-100,51
Wisconsin,2020-04-19,-100,51
Wisconsin,2020-04-20,-100,51
Wisconsin,2020-04-21,-100,51
Wisconsin,2020-04-22,-100,51
Wisconsin,2020-04-23,-100,51
Wisconsin,2020-04-24,-100,51
Wisconsin,2020-04-25,-100,51
Wisconsin,2020-04-26,-100,51
Wisconsin,2020-04-27,-100,51
